,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y,總計
157,101年 1月,臺東縣,52,1,0,16,0,0,4,0,0,0,1,0,0,2,0,0,8,0,2,0,0,0,5,39,0,0,2,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,164
158,101年 2月,臺東縣,43,1,1,5,0,1,9,1,0,0,1,0,0,0,0,0,9,0,0,0,1,0,3,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,153
159,101年 3月,臺東縣,32,0,0,2,0,1,2,1,1,0,1,1,0,0,0,0,8,0,0,0,1,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101
160,101年 4月,臺東縣,19,6,0,2,0,2,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,34,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,132
161,101年 5月,臺東縣,30,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,112
162,101年 6月,臺東縣,57,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,4,108
163,101年 7月,臺東縣,21,0,0,0,0,0,21,0,1,0,1,0,0,1,0,0,14,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,121
164,101年 8月,臺東縣,15,0,0,4,0,2,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,43,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,131
165,101年 9月,臺東縣,31,1,0,3,0,11,2,3,0,0,2,0,0,0,0,1,5,0,0,0,3,1,6,26,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,264
166,101年 10月,臺東縣,31,0,0,1,0,10,5,1,0,0,2,0,0,0,0,0,5,0,1,0,0,0,4,22,0,0,3,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,118,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,11,225
167,101年 11月,臺東縣,21,1,1,1,0,14,6,4,0,0,4,0,1,0,0,0,13,0,0,0,3,1,5,26,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,114,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,9,241
168,101年 12月,臺東縣,19,1,0,2,0,9,8,5,0,0,4,0,0,0,0,0,12,0,0,0,2,1,4,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,246
170,102年 1月,臺東縣,25,0,0,2,0,5,3,0,0,0,3,1,0,0,0,0,7,0,0,0,0,0,4,13,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,206
171,102年 2月,臺東縣,68,2,7,18,0,6,9,2,1,0,1,0,0,1,0,0,6,0,1,0,0,0,3,69,1,0,1,1,0,5,2,0,0,0,0,0,0,0,3,0,0,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,357
172,102年 3月,臺東縣,32,1,0,4,0,13,7,1,0,0,4,0,1,0,0,0,12,0,1,0,0,0,1,29,1,0,2,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,232
173,102年 4月,臺東縣,31,0,0,2,0,9,7,4,0,0,2,1,1,0,0,0,5,0,0,0,1,0,0,17,0,0,1,2,0,0,0,0,0,3,0,0,0,0,6,0,0,0,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,220
174,102年 5月,臺東縣,35,0,0,2,0,15,12,4,0,0,4,0,0,0,0,2,9,0,1,0,1,1,3,28,1,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,112,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,253
175,102年 6月,臺東縣,33,2,0,1,0,9,7,2,0,0,4,0,1,0,0,0,6,0,1,0,2,1,5,12,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,111,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,221
176,102年 7月,臺東縣,23,1,0,3,0,16,4,5,0,0,2,0,1,0,0,0,8,0,1,0,6,1,8,13,2,0,2,0,1,0,1,0,1,0,0,0,2,0,4,0,0,0,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,270
177,102年 8月,臺東縣,30,0,0,2,0,18,12,3,0,0,8,0,2,0,0,0,6,0,0,0,2,0,6,18,4,0,3,1,0,2,0,0,0,0,0,0,0,0,4,1,0,0,177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,14,318
178,102年 9月,臺東縣,32,0,0,1,0,15,5,7,0,0,11,0,0,1,0,0,3,0,1,0,8,0,2,15,0,0,5,2,0,0,0,0,0,3,0,0,0,0,0,2,0,1,191,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,323
179,102年 10月,臺東縣,49,1,0,3,0,15,3,4,0,0,3,0,0,0,0,0,4,0,0,0,5,0,3,15,0,0,4,3,0,0,2,0,1,2,0,0,0,0,2,0,0,0,175,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,316
180,102年 11月,臺東縣,33,0,1,2,0,9,4,5,1,0,5,1,1,0,0,0,10,0,0,0,3,1,4,20,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,273
181,102年 12月,臺東縣,26,2,0,0,0,14,7,3,0,0,3,1,2,0,0,0,11,0,1,0,2,0,2,22,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,237
183,103年 1月,臺東縣,85,0,0,7,0,10,5,0,1,0,2,0,0,0,0,1,18,0,1,0,2,1,3,33,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,7,333
184,103年 2月,臺東縣,73,1,7,10,0,2,5,5,0,0,6,0,0,0,0,0,11,0,0,0,2,2,1,31,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,10,310
185,103年 3月,臺東縣,30,0,0,1,0,14,29,2,0,0,5,0,1,0,0,0,7,0,0,0,4,2,3,19,0,0,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,400
186,103年 4月,臺東縣,32,1,0,2,0,8,12,2,0,0,8,2,0,0,0,0,7,0,0,0,1,1,5,20,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,278
187,103年 5月,臺東縣,36,4,0,2,0,2,3,1,0,0,4,0,1,0,0,0,10,0,0,0,0,0,2,18,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,131
188,103年 6月,臺東縣,18,1,0,2,0,3,17,2,0,0,3,1,0,0,0,0,9,0,0,0,0,1,6,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112
189,103年 7月,臺東縣,19,0,0,1,0,5,19,1,0,0,4,0,1,0,0,0,9,0,0,0,0,1,9,17,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,7,146
190,103年 8月,臺東縣,30,1,0,2,0,11,8,3,0,0,7,1,2,0,0,0,4,0,0,0,1,1,4,46,4,0,3,0,2,0,0,0,1,1,0,0,0,0,4,0,0,1,284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,437
191,103年 9月,臺東縣,29,5,0,3,0,16,12,4,0,0,9,0,2,0,0,0,11,0,0,0,2,0,4,41,0,0,1,1,0,0,0,0,3,2,0,0,0,0,2,0,0,0,228,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,390
192,103年 10月,臺東縣,34,0,0,1,0,16,4,6,0,0,8,2,0,1,0,0,10,0,0,0,3,0,7,26,0,0,3,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,176,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,325
193,103年 11月,臺東縣,26,3,0,4,0,9,7,1,0,0,8,0,1,0,0,0,10,0,0,0,0,0,8,32,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,94,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,230
194,103年 12月,臺東縣,20,0,0,0,0,10,9,3,0,1,5,0,2,0,0,0,10,0,0,0,2,0,3,20,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,118,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,243
196,104年 1月,臺東縣,12,1,0,0,0,5,7,1,0,0,6,0,0,0,0,0,6,0,0,0,1,0,0,20,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,203
197,104年 2月,臺東縣,62,2,0,24,0,3,10,2,0,0,2,0,0,0,0,0,3,0,0,0,1,1,2,53,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,173,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,359
198,104年 3月,臺東縣,52,3,0,3,0,11,8,1,0,0,9,0,0,0,0,0,5,0,0,0,2,1,2,25,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,87,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,234
199,104年 4月,臺東縣,30,2,0,1,0,9,5,1,0,0,6,0,1,0,0,0,5,0,0,0,0,0,5,32,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,101,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,223
200,104年 5月,臺東縣,40,0,0,4,0,13,8,2,2,0,3,0,1,0,0,0,6,0,0,0,1,1,5,20,3,0,2,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,145,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,283
201,104年 6月,臺東縣,38,1,1,3,0,17,10,2,0,0,5,0,1,0,0,0,9,0,0,0,1,2,5,35,2,0,3,1,0,0,0,0,5,1,0,0,0,0,1,0,0,1,172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,319
202,104年 7月,臺東縣,39,0,1,0,0,17,9,5,0,0,8,1,2,0,0,0,6,0,0,0,0,4,3,27,1,0,2,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,157,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,302
203,104年 8月,臺東縣,33,1,0,1,0,17,15,4,0,0,5,1,1,0,0,0,9,0,1,0,1,1,4,41,2,0,4,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,308
204,104年 9月,臺東縣,31,2,0,1,0,5,16,6,0,0,9,1,0,0,0,0,6,0,0,0,3,2,2,33,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,183,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,317
205,104年 10月,臺東縣,54,1,1,6,0,15,17,4,0,1,11,0,0,0,0,0,9,0,0,0,2,1,7,60,3,0,2,2,1,0,0,0,1,2,0,2,0,0,5,0,0,0,136,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,354
206,104年 11月,臺東縣,23,0,0,2,0,17,12,1,0,0,6,0,0,0,0,0,7,0,1,0,1,1,1,29,1,0,2,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,233
207,104年 12月,臺東縣,31,0,0,1,0,11,9,5,0,0,8,1,0,0,0,0,2,0,1,0,2,0,3,32,1,0,0,1,0,1,0,0,1,1,0,0,0,0,6,0,0,1,93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,229
209,105年 1月,臺東縣,18,0,1,1,0,5,11,2,0,0,5,0,0,0,0,0,7,0,0,0,1,0,1,15,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,69,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,157
210,105年 2月,臺東縣,28,0,1,25,0,8,9,0,0,0,4,0,0,0,0,0,3,0,1,0,1,2,2,17,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,269
211,105年 3月,臺東縣,29,1,0,0,0,10,14,3,0,0,5,1,1,0,0,0,13,0,1,0,3,4,3,32,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,279
212,105年 4月,臺東縣,28,1,0,1,0,9,15,9,0,0,5,0,0,0,0,0,8,0,1,1,2,0,0,51,0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,0,1,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,287
213,105年 5月,臺東縣,20,1,0,0,0,9,9,5,0,0,12,0,1,0,0,0,5,0,0,0,3,2,3,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,253
214,105年 6月,臺東縣,22,0,0,1,0,11,8,3,0,1,7,0,0,0,0,0,7,0,0,0,0,1,2,23,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,251
215,105年 7月,臺東縣,25,0,0,0,0,7,12,2,0,0,11,0,0,0,0,0,12,0,1,0,2,0,10,62,2,0,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,2,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,278
216,105年 8月,臺東縣,37,10,0,2,0,14,12,2,1,0,7,2,0,1,0,0,7,0,0,0,1,1,5,40,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,124,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,294
217,105年 9月,臺東縣,24,3,0,0,0,9,14,4,0,0,6,0,0,0,0,0,5,0,0,0,3,1,3,28,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,138,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,4,260
218,105年 10月,臺東縣,38,2,0,2,0,6,5,6,0,1,13,0,1,0,0,0,3,0,0,0,4,1,11,58,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,96,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,264
219,105年 11月,臺東縣,25,1,1,3,0,6,11,7,0,0,9,0,0,0,0,0,4,0,2,0,0,0,10,34,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,230
220,105年 12月,臺東縣,33,0,1,0,0,8,3,6,1,0,10,0,0,0,0,0,8,0,1,0,2,0,0,46,1,0,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,7,238
1,89年 1月,花蓮縣,103,20,2,1,0,7,0,2,2,0,3,1,2,2,1,0,1,0,0,0,1,3,11,94,0,0,3,3,0,7,0,0,6,0,0,0,0,0,0,3,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,7,316
2,89年 2月,花蓮縣,106,17,2,13,0,5,2,4,4,0,2,1,1,4,1,2,0,1,0,0,3,3,12,97,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,1,3,342
3,89年 3月,花蓮縣,88,24,0,2,0,11,2,2,3,0,2,1,5,0,0,0,0,0,0,0,1,2,12,64,0,0,7,0,0,2,1,0,5,1,0,0,0,0,0,3,0,0,20,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,2,278
4,89年 4月,花蓮縣,88,25,1,9,1,12,3,2,5,0,3,2,1,4,1,2,0,0,0,0,5,3,8,77,0,0,5,2,0,1,0,0,8,1,0,0,0,0,9,2,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,16,312
5,89年 5月,花蓮縣,95,27,4,4,0,5,3,0,4,0,3,0,2,4,0,2,0,0,0,0,2,4,7,46,0,0,2,2,0,5,2,0,2,0,0,0,0,0,0,0,0,3,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,6,256
6,89年 6月,花蓮縣,99,18,0,1,1,15,0,1,2,0,2,3,4,5,0,3,1,0,1,0,4,3,3,49,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,2,0,2,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,258
7,89年 7月,花蓮縣,84,22,1,4,1,10,2,2,0,0,2,3,4,2,0,1,0,0,0,0,1,3,10,56,0,0,0,0,0,4,2,0,3,1,0,0,0,0,0,4,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,8,254
8,89年 8月,花蓮縣,89,25,0,2,1,10,0,1,0,0,9,2,6,5,0,1,0,0,0,0,3,2,12,62,0,0,3,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,280
9,89年 9月,花蓮縣,122,37,0,3,0,9,1,6,6,0,8,2,6,3,0,0,1,0,0,0,0,7,17,62,0,0,1,1,0,3,1,0,4,1,0,0,0,0,0,3,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,3,337
10,89年 10月,花蓮縣,97,27,3,14,1,20,4,7,0,0,5,1,4,5,2,6,0,0,4,0,7,8,22,101,0,0,2,3,0,1,0,0,4,1,0,0,0,0,0,0,0,1,36,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,421
11,89年 11月,花蓮縣,142,41,0,6,0,6,4,5,0,0,2,1,2,4,0,2,1,0,8,0,3,2,27,93,0,0,4,2,0,2,0,0,2,1,0,0,0,0,0,3,0,0,31,0,1,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,15,421
12,89年 12月,花蓮縣,102,36,0,2,0,15,2,4,2,0,7,1,4,2,0,0,1,0,3,0,4,1,35,100,0,0,2,2,0,1,5,0,0,1,0,1,0,0,0,2,0,1,26,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,9,380
14,90年 1月,花蓮縣,187,40,6,2,0,7,3,1,2,0,6,0,1,15,0,0,2,0,13,0,3,2,9,35,0,0,3,4,0,5,3,0,4,0,0,0,0,0,0,4,0,0,27,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,397
15,90年 2月,花蓮縣,120,22,0,2,0,12,2,0,0,0,3,1,0,8,0,2,2,0,2,0,0,1,13,54,0,0,1,0,0,4,1,0,1,2,0,0,0,0,0,5,0,0,31,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,308
16,90年 3月,花蓮縣,100,19,0,1,1,8,2,5,0,0,3,2,3,5,0,2,2,0,0,0,0,1,18,71,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,297
17,90年 4月,花蓮縣,92,16,3,1,1,17,0,4,1,0,0,2,3,5,0,0,2,0,2,0,1,3,20,43,0,0,4,1,0,2,1,0,4,2,0,0,0,0,1,0,1,0,48,0,1,5,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,1,5,299
18,90年 5月,花蓮縣,129,16,0,8,0,19,3,4,0,0,5,0,2,5,0,0,2,0,3,0,2,0,15,69,0,0,2,0,0,2,4,0,1,1,0,0,0,0,1,1,0,0,31,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,333
19,90年 6月,花蓮縣,112,9,1,6,0,12,3,2,2,2,7,2,3,5,0,0,1,0,1,0,3,1,19,42,0,0,4,1,0,4,0,0,4,0,0,0,0,0,1,8,0,0,24,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,9,297
20,90年 7月,花蓮縣,161,32,2,6,0,13,0,4,0,0,2,2,6,1,0,0,1,0,1,0,2,0,8,57,0,0,3,0,0,2,1,0,3,0,0,0,0,0,0,7,0,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,9,363
21,90年 8月,花蓮縣,132,28,1,2,0,13,0,4,2,1,2,1,2,6,1,1,1,0,5,0,5,3,24,50,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,39,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,17,5,375
22,90年 9月,花蓮縣,109,29,1,1,0,21,3,1,2,2,3,0,5,6,1,0,1,0,2,0,4,4,16,39,0,0,2,2,0,1,6,0,3,1,1,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,13,4,319
23,90年 10月,花蓮縣,128,27,1,6,0,17,3,2,2,1,2,2,1,5,0,2,2,0,1,0,2,3,9,14,0,0,2,3,0,2,0,0,1,1,0,0,0,0,0,9,0,0,26,0,0,6,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,14,4,304
24,90年 11月,花蓮縣,96,24,1,3,0,21,6,5,2,1,1,2,2,7,0,2,6,0,1,0,3,2,15,23,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,9,0,1,24,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,5,30,7,314
25,90年 12月,花蓮縣,107,16,1,0,0,17,4,2,1,1,0,0,2,5,0,4,3,0,0,0,5,1,25,16,0,0,3,1,0,3,1,0,1,2,0,0,0,0,0,10,0,1,31,0,0,1,2,1,0,0,0,0,1,0,0,0,2,0,0,0,2,15,5,292
27,91年 1月,花蓮縣,88,14,0,0,0,10,1,0,0,0,2,0,3,2,0,2,2,0,0,0,1,2,10,7,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,6,1,0,12,0,0,0,14,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,189
28,91年 2月,花蓮縣,164,35,2,14,0,14,2,0,3,1,0,0,1,8,0,2,5,0,0,0,0,1,14,14,0,0,3,1,0,5,5,0,0,0,0,0,0,0,0,17,0,0,27,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,4,367
29,91年 3月,花蓮縣,111,24,1,2,0,16,2,3,0,0,2,1,5,2,0,2,0,0,1,0,1,3,8,15,0,0,4,0,0,2,0,0,1,1,0,0,0,0,0,10,0,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,257
30,91年 4月,花蓮縣,112,25,0,1,0,17,3,0,0,0,4,4,3,6,1,1,0,0,0,0,1,4,5,9,0,0,2,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,270
31,91年 5月,花蓮縣,123,27,3,0,0,20,4,3,4,0,6,1,1,6,1,1,0,0,0,0,3,2,7,13,0,0,7,2,0,1,1,0,4,0,0,0,0,0,0,4,0,0,32,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,307
32,91年 6月,花蓮縣,118,23,2,1,0,19,5,0,0,0,4,1,1,6,0,1,4,0,2,0,2,0,8,19,0,0,1,2,0,1,3,0,2,0,0,0,0,0,1,1,0,0,31,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,6,31,10,347
33,91年 7月,花蓮縣,148,28,3,1,0,14,2,0,1,1,4,0,5,6,0,1,5,0,3,0,2,2,3,5,0,0,5,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,17,0,1,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,3,315
34,91年 8月,花蓮縣,176,33,1,1,0,24,7,0,0,0,5,3,4,8,0,0,0,0,1,0,4,2,5,11,0,0,5,1,0,2,6,0,1,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,22,10,361
35,91年 9月,花蓮縣,122,10,0,1,0,20,9,0,1,0,2,0,1,2,0,3,1,0,2,1,2,1,1,2,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,2,0,0,19,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,4,22,14,256
36,91年 10月,花蓮縣,173,24,5,0,0,20,3,2,1,0,4,2,1,5,2,1,2,0,2,0,2,0,4,9,0,0,3,2,0,7,4,0,1,0,0,0,0,0,0,3,0,0,23,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,22,17,353
37,91年 11月,花蓮縣,133,24,2,0,0,17,5,0,0,0,3,2,3,2,0,1,2,0,1,0,2,3,3,6,0,0,1,1,0,1,6,0,3,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,253
