,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y,總計
54,93年 2月,臺東縣,53,14,4,10,1,1,22,2,1,0,0,0,5,0,0,5,2,0,0,0,0,0,6,6,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14,15,187
55,93年 3月,臺東縣,43,10,1,10,1,1,4,1,0,0,0,0,1,0,0,0,3,0,0,0,2,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,114
56,93年 4月,臺東縣,76,11,2,2,0,1,10,0,1,1,0,0,5,2,1,2,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,10,155
57,93年 5月,臺東縣,60,9,0,0,0,3,8,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,122
58,93年 6月,臺東縣,73,9,1,3,0,2,7,0,0,0,0,0,30,0,0,1,1,0,0,0,2,0,5,6,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,166
59,93年 7月,臺東縣,49,6,0,2,0,3,2,0,4,1,0,0,7,2,0,0,0,0,2,0,1,1,7,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,128
60,93年 8月,臺東縣,112,10,2,0,0,3,2,1,3,0,2,0,4,2,0,0,0,0,1,0,4,0,2,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,9,12,4,200
61,93年 9月,臺東縣,69,7,0,1,0,0,16,0,0,0,0,0,4,1,0,1,2,0,1,0,1,1,6,9,0,0,0,0,0,1,4,0,10,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,3,10,189
62,93年 10月,臺東縣,80,9,1,0,0,0,8,0,2,0,0,0,8,0,0,2,2,0,0,0,0,0,3,6,1,0,1,1,0,4,1,0,0,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,167
63,93年 11月,臺東縣,95,10,1,2,0,2,2,2,0,0,0,0,0,0,0,1,4,0,0,0,0,1,9,16,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,15,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,10,200
64,93年 12月,臺東縣,60,4,2,0,0,0,7,1,2,0,0,0,6,4,0,5,8,0,2,0,0,0,1,7,0,0,0,0,0,3,4,0,0,2,0,1,0,0,0,1,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,160
66,94年 1月,臺東縣,128,4,7,3,0,1,2,0,1,0,0,0,0,5,0,2,1,0,0,0,2,2,2,12,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,201
67,94年 2月,臺東縣,68,3,1,2,0,0,2,0,1,0,0,1,1,0,0,4,2,0,0,0,0,1,4,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,135
68,94年 3月,臺東縣,103,1,4,1,0,2,27,1,0,0,0,1,3,1,0,0,0,0,0,0,3,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,3,7,203
69,94年 4月,臺東縣,91,0,0,0,0,1,6,2,1,0,0,0,6,3,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,165
70,94年 5月,臺東縣,116,3,1,1,0,2,2,3,0,0,0,0,9,6,0,0,3,0,1,0,1,0,2,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,188
71,94年 6月,臺東縣,87,3,0,1,0,0,6,2,0,0,0,0,8,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,133
72,94年 7月,臺東縣,96,4,1,2,0,0,7,1,1,0,0,0,2,3,0,1,5,0,1,0,1,1,6,14,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,175
73,94年 8月,臺東縣,130,3,1,0,0,0,50,1,0,0,0,0,10,5,0,1,3,0,2,0,2,2,12,33,0,0,0,1,0,1,9,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,13,10,299
74,94年 9月,臺東縣,72,2,1,3,0,1,2,2,4,0,0,0,1,3,1,0,1,0,0,0,0,0,10,7,0,0,0,0,1,3,10,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,9,157
75,94年 10月,臺東縣,86,5,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0,0,0,0,3,3,10,20,0,0,0,1,0,1,3,0,8,0,0,0,0,0,1,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,172
76,94年 11月,臺東縣,68,1,0,0,0,1,8,0,3,0,0,0,3,2,0,1,0,0,0,0,0,1,6,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,139
77,94年 12月,臺東縣,47,4,0,0,0,3,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,8,7,0,0,0,0,0,1,0,0,96,0,0,0,0,0,4,0,0,0,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,238
79,95年 1月,臺東縣,121,5,1,3,0,3,5,1,1,0,0,1,0,0,0,1,3,0,1,0,0,0,9,19,0,0,0,0,0,3,0,0,32,1,0,0,0,0,0,1,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,236
80,95年 2月,臺東縣,63,2,0,32,0,0,6,0,0,0,0,0,0,4,0,1,0,0,0,0,2,2,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,141
81,95年 3月,臺東縣,52,1,0,6,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,5,9,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94
82,95年 4月,臺東縣,78,1,1,2,0,0,14,0,1,0,0,1,3,4,0,2,1,0,0,0,1,1,4,13,0,0,0,0,1,2,7,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,150
83,95年 5月,臺東縣,85,0,0,3,0,0,4,0,1,0,0,0,3,2,0,0,5,0,0,0,0,0,12,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,141
84,95年 6月,臺東縣,102,0,1,1,1,0,18,1,0,0,0,0,8,4,0,0,4,0,0,0,0,0,4,11,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,194
85,95年 7月,臺東縣,204,1,1,0,0,0,10,2,0,0,0,0,17,3,0,0,2,0,0,0,1,2,4,19,0,0,0,1,0,2,2,0,2,2,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,295
86,95年 8月,臺東縣,177,0,0,0,0,3,8,2,0,0,0,0,11,2,0,0,0,0,0,0,2,0,12,26,0,0,0,1,1,1,0,0,13,0,0,0,0,0,1,1,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,281
87,95年 9月,臺東縣,59,2,0,2,0,1,16,1,0,1,0,0,6,4,0,0,2,0,0,0,0,3,11,17,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,160
88,95年 10月,臺東縣,69,1,1,2,0,1,4,2,0,0,1,0,6,4,0,0,0,0,0,0,2,1,3,15,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,2,165
89,95年 11月,臺東縣,105,2,1,6,0,0,12,0,0,0,0,0,2,3,0,0,2,0,0,0,1,0,8,14,0,0,1,1,0,1,0,0,14,2,0,0,0,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,197
90,95年 12月,臺東縣,51,2,0,2,0,0,2,1,1,0,0,0,3,1,0,0,3,0,0,0,0,1,3,20,0,0,0,1,0,3,1,0,9,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,6,133
92,96年 1月,臺東縣,68,4,0,1,0,1,16,0,1,0,0,0,13,0,0,0,0,0,0,0,1,1,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,169
93,96年 2月,臺東縣,175,7,0,32,0,0,23,4,1,0,0,1,11,9,0,4,2,0,3,0,0,3,10,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,379
94,96年 3月,臺東縣,115,4,5,7,0,1,22,1,0,0,0,0,5,1,0,0,2,0,0,0,0,0,10,13,1,0,1,0,0,1,0,0,7,0,0,0,0,0,3,0,0,2,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,14,235
95,96年 4月,臺東縣,54,6,2,1,0,0,5,0,0,0,0,0,3,0,0,1,3,0,1,0,0,0,5,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,114
96,96年 5月,臺東縣,51,1,2,5,0,1,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,117
97,96年 6月,臺東縣,72,0,0,1,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,106
98,96年 7月,臺東縣,45,4,0,0,0,1,14,1,0,0,0,0,3,0,0,1,5,0,0,0,1,2,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,164
99,96年 8月,臺東縣,52,3,1,3,0,1,5,0,0,0,0,0,6,1,0,1,4,0,0,0,0,1,9,32,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,147
100,96年 9月,臺東縣,76,5,1,1,0,0,17,3,0,0,0,0,4,1,0,5,3,0,0,0,0,1,11,40,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,203
101,96年 10月,臺東縣,63,2,0,3,0,0,33,2,0,0,0,0,17,2,0,1,2,0,0,0,0,1,7,17,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,175
102,96年 11月,臺東縣,55,1,2,2,0,0,26,1,0,0,0,0,0,0,0,0,4,0,0,0,0,6,9,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,152
103,96年 12月,臺東縣,66,3,1,0,1,1,9,1,0,0,0,0,0,1,0,2,7,0,0,0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,118
105,97年 1月,臺東縣,49,3,1,1,0,2,0,1,0,1,0,1,0,1,0,0,7,0,0,0,0,1,11,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,133
106,97年 2月,臺東縣,107,5,11,13,0,0,9,2,0,0,0,0,0,2,0,0,8,0,0,0,0,3,9,14,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,217
107,97年 3月,臺東縣,32,3,2,4,0,0,4,2,0,0,1,0,1,4,0,2,3,0,0,0,1,0,9,13,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,112
108,97年 4月,臺東縣,52,6,3,2,0,1,9,1,0,0,0,0,0,6,0,1,1,0,0,0,1,0,9,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,113
109,97年 5月,臺東縣,43,5,0,1,0,0,14,0,0,0,0,0,2,1,1,0,5,0,0,0,0,0,9,13,0,0,0,0,4,2,1,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,122
110,97年 6月,臺東縣,48,1,1,0,0,2,14,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,9,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,91
111,97年 7月,臺東縣,26,3,1,1,0,0,15,1,1,0,0,0,6,5,0,1,7,0,0,0,1,0,12,31,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,153
112,97年 8月,臺東縣,27,1,2,0,0,1,15,1,0,0,0,0,15,1,0,2,4,0,0,0,0,0,12,34,1,0,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,157
113,97年 9月,臺東縣,74,1,0,0,0,1,10,1,0,0,0,0,14,3,0,2,3,0,0,0,0,0,8,17,0,0,1,0,0,2,0,0,7,2,0,0,0,0,0,2,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,179
114,97年 10月,臺東縣,48,3,8,0,0,2,5,0,0,0,0,0,3,2,0,2,1,0,1,0,0,0,9,18,0,0,0,0,0,2,3,0,7,1,0,0,0,0,1,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,136
115,97年 11月,臺東縣,43,1,0,1,0,3,35,0,0,0,0,0,4,0,0,0,2,0,0,0,1,1,11,6,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,142
116,97年 12月,臺東縣,33,2,2,1,0,3,5,2,2,0,1,0,0,0,0,0,1,0,0,0,1,2,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,90
118,98年 1月,臺東縣,72,0,1,4,0,2,8,2,0,0,0,0,1,2,0,0,2,0,0,0,1,0,25,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,166
119,98年 2月,臺東縣,64,7,3,9,0,1,17,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,13,22,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,2,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,190
120,98年 3月,臺東縣,32,6,0,3,0,1,1,0,0,0,2,0,7,0,0,1,6,0,0,0,4,1,7,7,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
121,98年 4月,臺東縣,36,1,0,1,1,1,8,0,0,0,0,0,7,0,1,0,3,0,0,0,2,6,6,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,117
122,98年 5月,臺東縣,27,1,0,0,0,2,8,0,0,0,0,0,3,1,0,1,7,0,1,0,0,2,2,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,89
123,98年 6月,臺東縣,30,0,0,0,0,0,15,0,0,0,1,0,4,4,0,1,0,0,0,0,1,1,1,4,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,101
124,98年 7月,臺東縣,38,1,0,3,0,2,5,0,0,0,0,0,1,3,0,0,5,0,1,0,0,1,14,28,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,152
125,98年 8月,臺東縣,52,1,0,4,0,9,9,0,1,0,3,0,4,1,0,1,7,0,2,0,5,0,13,34,0,0,3,0,1,0,1,0,5,2,0,0,0,0,5,0,0,2,51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,231
126,98年 9月,臺東縣,73,4,1,2,0,1,11,3,1,0,0,0,2,2,0,0,6,0,3,0,3,0,10,19,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,179
127,98年 10月,臺東縣,49,4,0,0,0,4,7,0,0,0,0,1,0,1,0,0,6,0,1,0,0,0,4,13,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,103
128,98年 11月,臺東縣,11,2,0,0,0,3,9,1,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,47
129,98年 12月,臺東縣,11,1,0,1,0,1,6,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,63
131,99年 1月,臺東縣,15,2,1,1,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,67
132,99年 2月,臺東縣,77,2,0,12,0,2,15,2,1,0,0,0,0,2,0,0,6,0,1,0,1,0,12,44,1,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6,217
133,99年 3月,臺東縣,46,3,0,5,0,0,5,0,0,0,0,0,2,2,0,0,4,0,0,0,0,1,6,14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,116
134,99年 4月,臺東縣,37,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,74
135,99年 5月,臺東縣,49,1,0,0,0,3,6,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,4,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,93
136,99年 6月,臺東縣,62,1,0,1,0,1,7,1,0,0,1,0,1,0,0,0,7,0,0,0,0,1,6,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,9,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,143
137,99年 7月,臺東縣,40,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,99
138,99年 8月,臺東縣,50,0,0,3,0,0,9,0,2,0,1,0,0,2,0,1,1,0,0,0,0,1,4,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,119
139,99年 9月,臺東縣,39,1,0,1,0,1,5,0,1,0,0,0,1,1,0,1,3,0,0,0,1,0,3,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111
140,99年 10月,臺東縣,27,4,0,4,0,1,5,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,121
141,99年 11月,臺東縣,29,3,0,3,0,1,4,0,0,0,0,0,0,2,0,0,7,0,0,1,0,1,5,20,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,104
142,99年 12月,臺東縣,18,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57
144,100年 1月,臺東縣,51,2,0,9,0,0,4,1,0,0,1,0,1,2,0,0,6,0,0,0,0,0,14,17,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,145
145,100年 2月,臺東縣,71,6,1,12,0,2,10,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,14,44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193
146,100年 3月,臺東縣,21,1,0,1,0,0,2,1,2,0,1,0,1,1,0,0,8,0,0,0,0,1,8,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,102
147,100年 4月,臺東縣,33,1,0,3,0,1,3,2,0,0,0,0,0,1,0,0,7,0,0,0,0,1,6,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,115
148,100年 5月,臺東縣,35,0,0,5,0,0,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,98
149,100年 6月,臺東縣,28,1,1,3,0,1,5,0,0,0,0,0,0,2,0,1,5,0,1,0,3,0,9,12,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,113
150,100年 7月,臺東縣,20,1,0,2,0,1,5,1,0,0,1,0,0,2,0,0,3,0,0,0,0,1,11,26,1,0,0,1,0,3,0,0,0,1,0,0,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,102
151,100年 8月,臺東縣,20,0,0,1,0,1,5,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,12,35,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129
152,100年 9月,臺東縣,21,1,0,2,0,3,3,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,10,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100
153,100年 10月,臺東縣,20,0,1,3,0,1,4,0,2,0,0,0,0,0,0,1,9,0,0,0,1,0,3,27,1,0,1,0,0,0,1,0,1,2,0,0,0,0,2,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,108
154,100年 11月,臺東縣,41,0,0,4,0,1,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,107
155,100年 12月,臺東縣,12,0,0,3,0,2,5,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,60
